id,X,Y,mapX,mapY,dem,prec1,prec10,prec11,prec12,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,tmean1,tmean10,tmean11,tmean12,tmean2,tmean3,tmean4,tmean5,tmean6,tmean7,tmean8,tmean9
83,337,-429,180346.4547,4248397.43676,372.39243,154.38902,45.954067,106.66525,131.8954,121.77776,119.52825,70.338997,23.29285,7.4936285,2.2928512,3.4936287,13.088258,67.217339,167.05486,105.83623,68.268379,88.635452,103.67375,130.47298,169.76582,210.54849,244.25182,238.33115,212.6189
84,312,-466,155346.4547,4211397.43676,54.940865,70.673454,19,48.673454,62.416817,53.673454,54.673454,46.416817,10,3,1,2,7,74.381073,177,117,75.45874,103.58318,122,149.58318,187.61893,224,251.7979,244.61893,220.58318
85,323,-543,166346.4547,4134397.43676,30.164692,53.064159,13,38,41,44,38,26,6,1,0,1,6,72.154121,179.93584,118,73,104,126,154,194,230,258,249.05359,225
86,319,-595,162346.4547,4082397.43676,192.27919,37,11,30,30.58766,36.587658,30.821833,16,5,1,1,2,8,73.179695,175.17816,114.99847,73.821831,101,118.59051,145.76582,182.94836,220.17816,251.64214,245,219.12369
87,320,-610,163346.4547,4067397.43676,534.89606,58.695023,15.524541,45.170479,49.412174,56.412174,50.942764,25.276798,7.1414242,2,1,2,11,67.247742,162.6369,102.63691,66.858574,85.964897,98.864624,124.19261,164.34009,206.94487,242.61688,236.71715,206.85858
88,306,-681,149346.4547,3996397.43676,243.5246,51.639538,10.720285,31.750736,41.195137,46.85022,42.85022,19.375368,4.4444008,1,0.44440067,1,6.4444008,82.693665,163.18024,112.31447,81.94268,101.31447,113.62846,133.55943,163.34874,194.79315,216.95784,215.31017,197.62463
89,319,-726,162346.4547,3951397.43676,376.11813,88.491646,16.294367,50.495079,68.142265,81.844467,71.142265,33.245823,5.6471829,1,1,1,7.6471829,80.702202,156.06149,107.05502,79.058449,95.41127,105.77056,124.45295,152.46629,184.10699,210.07179,209.07483,190.05846
90,320,-777,163346.4547,3900397.43676,13.189846,94.961166,20.319946,55.180351,73.500298,86.545387,74.500298,36.090176,7.0450873,1,0,1,8.0450878,114.95491,165.53914,141.63496,118,122.90417,124.81399,133.90982,142.08885,156.69064,166.0381,171.31995,175.4433
91,336,-841,179346.4547,3836397.43676,242.89259,77.097832,14.178632,60.647278,65.069389,85.67572,76.825912,38.411755,5.1501861,1,0,1,7.0284462,110.76447,157.94312,133.6167,111.91467,113.53376,112.73363,122.13769,130.58824,144.88861,158.24588,166,167.94312
92,427,-426,270346.4547,4251397.43676,3036.1763,147.00777,49.506237,127.00873,133.00873,119.75887,116.00873,64.763588,36.252636,24.253603,20.248888,24.249855,30.509985,-47.009697,31.748911,-17.258583,-41.7486,-52.254837,-50.499977,-25.01371,15.98907,64.982544,104.24268,103.23892,70.235176
93,414,-450,257346.4547,4227397.43676,2610.0264,160.55721,49.98875,135.55721,141.56845,134.64748,127.56845,70.778603,34,21,14,18.789852,28.920979,-28.841955,53.447216,2.4472151,-23.841955,-30.552784,-24.541534,0.66861457,41.736385,88.856262,127.38386,124.79974,93.316086
94,432,-544,275346.4547,4133397.43676,1182.1882,170.34627,42.991249,126.17601,141.99126,154.34627,141.24226,81.080757,29.147011,10.910495,3,3.9337451,19.84424,43.757732,137.65373,76.676979,45.757732,56.587471,65.653725,93.417213,134.74323,181.74323,221.24695,218.35095,185.48346
95,449,-551,292346.4547,4126397.43676,1385.1097,161.63728,39.181629,115.77504,128.68321,147.54749,132.45566,74.181633,27.590815,10.590815,3.5908148,4.5908151,20.590815,35.954094,126.09185,68.363281,37.954094,46.360683,56.179054,83.499008,125.3194,171.99742,210.58565,206.40662,173.82098
96,444,-642,287346.4547,4035397.43676,93,54.329872,13,33.862766,41,47,47,28,9,2,0,0,6,73.795212,183.06755,120.65798,73,105,129.93245,159,201,240,267,259,232
97,449,-667,292346.4547,4010397.43676,91.31472,46,11,30,35,42.43824,40,25,8,2,0,0,6,74.15918,183.43823,119.68594,74,106,130,161,202,241.31406,269,260.56177,231
98,474,-732,317346.4547,3945397.43676,315.84863,43.761395,12,31.433582,32.433582,41.864124,45.864124,26,8,2.4335814,0,1,7,82.135872,193,127.03011,82.10273,110.56642,129.66914,161.99696,206.56642,250.43054,284.43054,276.13284,243.56642
99,472,-799,315346.4547,3878397.43676,205.68011,44.091385,9.7331247,27.358259,29.635839,42.932499,43.368965,24.466249,7.7331252,2,0,1,5.7331252,89.533752,193.80063,131.74973,89.533752,115.80063,134.03772,162.49326,201.80063,240.80063,273,266.42575,238.69263
100,485,-818,328346.4547,3859397.43676,1040.4974,60.674603,12.836723,50.155922,47,65.370117,63.524879,31,10,2,1,3.1632769,9,61.214195,159.04356,100.20684,65.533394,76.200638,84.207993,110.88764,149.88763,196.73172,239.05208,233.21535,206.19948
101,462,-880,305346.4547,3797397.43676,51.992493,86.587906,6.3066754,53.306675,52.58791,79.894585,54.894585,30,4,1,0,1,3,121.10542,175.37895,145,123.37895,127.85938,130.72647,145.48044,159,177.82625,196.89459,202,195.31438
102,440,-433,283346.4547,4244397.43676,2446.0903,101.37592,32.365379,84.384102,87.474205,85.829041,76.655716,42.183872,26.818495,19.826674,14.818495,17.818495,23.818495,-33.471844,57.162781,5.0644956,-27.290337,-27.927324,-13.399167,14.699118,56.699116,102.87244,139.61589,135.42751,100.246
103,435,-475,278346.4547,4202397.43676,1993.3951,120.72752,34.977982,96.06311,99.542603,109.59827,96.255386,52.06311,27,16.557257,9.0073662,11.564623,22.922237,-8.0472221,83.00116,30.395521,-3.0398557,1.3587712,15.901295,43.893929,85.251541,130.53632,166.0862,161.78679,127.52166
104,417,-547,260346.4547,4130397.43676,829.87793,151.35045,37.356266,111.15066,133.91232,133.26859,125.94839,77.456161,25.117931,8.018034,2.0180345,3,16.036068,58.58963,154.55356,94.921478,60.58963,73.22364,83.985306,112.38984,154.38983,202.30797,241.16954,237.16954,204.20561
105,410,-598,253346.4547,4079397.43676,107.54647,55.961277,14.961277,35.961277,42.559677,50.62392,50.961277,29,9,3,0,0,6,74,183,119,73,101.03872,125,154.10297,198.89703,236.76561,268.93576,261,232.66264
106,390,-601,233346.4547,4076397.43676,81.744011,45,13,33,36,42,42,24.872356,7,2,0,1,5,72,180.87166,116,72,101,125,155.0007,198.99454,237,266.9993,257,230
107,397,-673,240346.4547,4004397.43676,63.546352,33.447056,8,19,22,33,28,15.077735,5,1,0,1,5,77.456795,187,122.92226,75.456795,109.54321,132,162,205,244.53453,273,265,236
108,394,-736,237346.4547,3941397.43676,242.94713,48.815159,11,29,33.240932,48.815159,40.815159,22.240932,5,1,0.33336562,1,7,74,177.09244,114.85147,73,102.5182,122.18484,149.51814,189,227.75906,258.57422,253,222.57423
109,378,-783,221346.4547,3894397.43676,893.43164,116.30367,22.440559,84.894081,93.308174,114.88085,108.86311,52.44479,9.9954977,2,0.98226112,2,13.013236,69.141121,148.55971,99.000267,71.013504,79.7183,82.722801,101.70956,135.24677,174.07043,209.55971,208.11465,183.09691
110,355,-806,198346.4547,3871397.43676,291.30902,84.134003,17.650091,55.696133,65.696129,87.696129,81.847626,39.348064,6.8250456,1,0,1.5557091,8.7072058,104.65193,165.57137,131.92126,106.35914,113.54052,115.15976,128.06538,146.24773,169.53128,189.05711,192.44429,183.62206
111,516,-497,359346.4547,4180397.43676,2172.1328,43.149174,12.033514,29.149176,34.149174,37.115662,28.859419,18.743757,16,13,13,14.115662,15.743757,-19.718838,76.388229,21.503891,-14.718839,-5.3220153,12.644471,42.785053,85.751541,133.78505,171.19041,161.90071,123.81857
112,505,-532,348346.4547,4145397.43676,3201.7295,94.68866,27.833765,71.836922,80.348282,75.271774,71.348282,43.174141,23.757259,16.416883,19.757259,22.757259,26.757259,-45.514519,28.140356,-17.783136,-41.514519,-51.595776,-51.68866,-27.880772,12.119227,61.894459,100.60786,96.459602,65.387848
113,525,-579,368346.4547,4098397.43676,3659.1606,122.05698,36.302086,93.078972,105.34775,100.16372,99.056976,57.570866,29.324076,19.162039,26.592855,31.302086,34.324078,-56.02367,9.92103,-33.894939,-52.648151,-69.950241,-76.219017,-53.950237,-14.403046,35.512203,75.780983,71.681702,42.965012
114,508,-611,351346.4547,4066397.43676,2298.675,120.29075,27,78.980881,95.701683,100.48666,94.207458,53.701683,21,9,7.4942226,10,23,0.7323584,79.743912,30.939819,3.4340429,1.9398201,6.660624,32.249691,72.970497,122.46471,160.74391,155.46472,123.24969
115,500,-661,343346.4547,4016397.43676,1282.7238,114.88229,24.142056,75.583199,93.740227,100.74023,97.915993,52.441143,17.142056,6.0785155,2.0785158,5.0785155,16.332794,49.672699,142.78654,82.515671,49.912003,59.437153,73.216583,101.64449,145.74173,192.56596,231.64449,224.996,191.6295
116,479,-735,322346.4547,3942397.43676,373.35965,46.45583,13,34,35.45583,45,49.45583,28,9,3,0,2,8,83,194.64302,128.35362,83.270409,111.5936,128.54417,161.46095,205.80945,251.67682,286.04941,277.54416,245
117,456,-755,299346.4547,3922397.43676,103.65488,28,7,18,17,27,28,17,5,2,0,1,5,81.143661,192,125.54752,79.273758,113,137.27376,169,210.85634,250.14366,280.27377,272.85632,243
118,438,-830,281346.4547,3847397.43676,1169.7987,108.9447,17.936724,83.873444,85.936722,109.06328,98.118073,47.936722,11,2,1,3,12,61.126553,146.1978,95.252602,66.118576,70.253105,71.48925,91.607826,127.37118,169.18983,211.23715,209.18983,183.48128
119,586,-562,429346.4547,4115397.43676,920.04974,15.011167,5,11,11,17,12,9,6.3913031,5,6,6.9888334,8,41.619865,166.98883,92.239731,42,76.619865,110.23973,151.61986,203.98883,254.98883,289.97513,277.59753,231.22856
120,588,-646,431346.4547,4031397.43676,2036.9862,48.747768,11.189709,33.237873,39.832726,46.237873,38.107391,22.643017,11.915044,6.5948544,11.594854,15.727974,15.727974,5.8444462,104.09931,44.929401,7.8444462,18.521618,35.691532,68.065674,115.47082,165.87596,203.06567,192.58942,155.79364
121,578,-681,421346.4547,3996397.43676,1616.192,45.057934,8.7380466,30.952187,37.690231,44.905602,38.167553,18.429506,8.7380466,4.7380466,7.7380466,12,12.738047,28.724054,131.61954,68.618309,30.356354,44.88026,64.142212,98.251831,146.23538,196.92807,232.40417,222.40417,184.92807
122,594,-720,437346.4547,3957397.43676,667.20087,18,2,10,11,17,9,4,1,2,3,6,6,71,192.64401,119,72.466988,102,128,170.33212,216,266.68811,303.33212,291.33212,253.68811
123,583,-796,426346.4547,3881397.43676,729.8656,20,3,14,13,16,12,7,2,1,2,5,5,71,182,114,71,96,118.44379,153.56415,199.53188,248.2164,289,279.09604,241
124,605,-841,448346.4547,3836397.43676,943.18542,33.580456,6,24.951317,24.951317,29.531773,26.580456,14,5,1,2.580456,6,6.9513164,64.731926,169.09299,105.20453,66.468231,83.307312,103.40974,135.30731,178.88777,225.88777,267.88776,261.41956,224.88777
125,616,-898,459346.4547,3779397.43676,517.39435,100.75241,13.036714,58.227936,70.688675,91.752411,85.752411,37.100452,11,2,2,4.0367131,10.036714,106.29654,189.89955,139.89955,110.83581,118.87252,126.93626,151.86284,180.90923,216,256,255.603,232.33325
126,592,-928,435346.4547,3749397.43676,176.11859,62.205578,10.907122,35.99139,43.625847,57.024681,53.478241,25.393974,8.4535608,3.2726645,3,6,11.453561,125.49547,195.31082,153.78693,125.73109,134.91199,139.82396,159.64307,180.55019,205.63931,234.8524,239.56412,226.36554
127,680,-646,523346.4547,4031397.43676,588.78455,11.802204,3,9.1508741,7.8022037,13.953078,8.8022041,6,3,2.8022039,7.1508741,7.8022037,5,73.14077,200.28421,122.64122,71.989891,107.83902,140.38548,184.13333,235.93553,290.0368,325.88593,314.88593,268.88593
128,689,-692,532346.4547,3985397.43676,1288.2699,20.424217,6,15.424216,15.424216,22.424217,15.995083,9.9965544,5,3.9985282,12.998528,16.424217,8.4256878,43.727352,158.73227,88.301163,43.727352,67.730797,92.309525,132.87892,182.45323,236.30952,271.30951,260.87891,218.73521
129,680,-729,523346.4547,3948397.43676,646.49023,12,3.9988611,7.5405121,8,12.998861,9,4,2,2,7.9988613,10,6,75.460625,199.37961,125.45949,74.461769,107.00114,137.37825,178.91898,227.92125,280.9201,317.46176,306.46289,263.37961
130,675,-791,518346.4547,3886397.43676,572.3656,12,4,5,8,11,9,4,2,1,7,9.6137791,7,87.386223,204.75485,133.07053,86.410179,114.84297,141.48071,180.41017,229.31569,279.07053,317.04657,306.38623,267.07053
131,660,-820,503346.4547,3857397.43676,712.422,16,5,8,12,14.431806,13,6.4318061,3,1,6,9,7.4318061,81.197884,192.75131,124.70458,82.136391,105.70458,129.13638,166.08966,211.27278,260.07489,298.31952,289.70459,252.13638
132,685,-856,528346.4547,3821397.43676,1047.2084,37.73827,11.433612,23.869135,33.302746,34.73827,34.302746,18.188848,9,2,9,15.680286,13.680286,69.130867,172.07289,109.26173,70.69725,88.261734,106.75317,140.69725,185.26173,233.26364,270.58334,262.58145,227.33669
133,682,-920,525346.4547,3757397.43676,779.27332,60.020683,13.024992,39.101254,50.726002,54.283073,53.620441,26.726004,10.519189,2,7.3123751,13.024992,15.894439,93.572983,185.88536,128.88536,95.303299,108.15505,120.32957,148.54799,186.86037,230.46013,268.86038,264.27832,234.39116
134,691,-960,534346.4547,3717397.43676,1556.3635,97.474167,20.079149,64.315872,85.394295,93.474167,97.394295,45.157574,16.079149,3,16.078424,23.079149,22.999275,53.684128,135.69247,84.684128,55.772343,60.684853,68.604256,94.693192,132.59665,181.68413,218.68413,213.60498,182.68486
135,679,-1000,522346.4547,3677397.43676,840.31152,99.32206,19,64.603043,81.33828,94.147911,100.94132,44.174149,13.190369,2.1903691,8.1903687,14.190369,14.719018,73.709877,158.44511,106.5939,72.900246,86.651703,100.94839,123.27097,151.97375,191.70987,231.31291,231.5939,203.44511
136,696,-1071,539346.4547,3606397.43676,824.5271,78.105064,17.823004,48.282059,59.612919,69.435921,80.928062,34.612919,9.8230038,2,7.6360488,11.789914,9.9669094,88.171204,161.34821,117.20429,88.832924,94.799835,102.20429,123.45901,150.12816,186.63026,225.66335,227.80725,202.34821
137,619,-636,462346.4547,4041397.43676,1452.4899,22.236811,5.4046211,15.828046,16.813385,24.251471,16.794582,10.389961,6.4234247,4.9811964,10.389961,12.404621,10.389961,28.578646,143.91841,75.15522,29.578646,53.207489,79.937218,118.3941,169.54726,222.0188,257.3941,245.54726,203.51379
138,632,-688,475346.4547,3989397.43676,359.28726,14,3,9,8,14.346521,9,4,2,2,4,6,5,84.010513,213.85085,137.20787,83.073647,119.8868,153.46663,196.43068,245.89731,298.43066,333.43066,323.19736,279.0105
139,648,-748,491346.4547,3929397.43676,793.10437,14.977526,4,9,9.9775257,14.527038,10,4.025044,2,2,6.025044,10,6,69.994858,190.04237,117.9684,70.949913,98.997429,125.47039,165.44534,214.94078,268.44534,304.46783,294.44534,252.5219
140,625,-774,468346.4547,3903397.43676,1053.9064,21.162931,4.9239731,13.638683,15.638683,20.562656,16.353395,7.6386838,2.9239731,1,5.5242467,9.7147112,6.9239731,62.83707,174.6082,105.38885,63.437344,86.083946,106.08395,144.27441,193.08395,245.15997,281.845,272.27441,232.76897
141,607,-814,450346.4547,3863397.43676,931.68817,21.915401,4.9154024,16,15.938429,18.915401,15.915402,9,3,1,3,6.9154024,6,65.084595,172.92003,106.1692,66.084595,86.773865,107.14617,142.81241,187.897,237.06157,278.08459,268.897,231.10762
142,614,-881,457346.4547,3796397.43676,966.78766,104.84187,15.929744,69.153572,79.153572,98.771614,93.771614,41.477531,13,1.9297439,2.3942156,6.4522142,12.929744,70.585358,166.10783,107.6883,73.643356,85.319397,99.165825,126.71362,165.09557,207.54779,248.68829,245.77161,215.22383
143,635,-934,478346.4547,3743397.43676,448.13248,61.583168,7,32.928452,40,52.928452,47.483067,27,7,2,3,5,9,107,189.41684,141,111,118.48307,127.8999,151.07155,179.65471,212.51694,252.48306,252.8999,230.48306
144,614,-994,457346.4547,3683397.43676,22.660353,52.74094,8,34,39.74094,49.74094,48.877506,22,5,2,1,3,8,126,184.86343,151,127,129.25906,137.25906,151.25906,165.25906,184.1225,204.13657,213.25906,206.38156
145,768,-735,611346.4547,3942397.43676,949.87549,15.200734,7,12,12.200734,16,15,8,5,3,14.232693,20.200735,9.2326927,64.767311,181.7673,110.76731,65.008453,89.726898,116.80772,156.80772,206.80772,261.00845,296.7673,284.7673,243.01691
146,791,-766,634346.4547,3911397.43676,1651.9504,30.787243,14,24.712456,26.703554,31.703554,30.787243,14.991097,8.9910975,5,26.884718,39.712456,16.893621,38.402824,143.61559,82.336945,41.402824,53.509205,71.601799,108.69927,157.44331,214.45222,248.5929,236.69926,198.69926
147,772,-807,615346.4547,3870397.43676,591.74432,11.152884,7,7,9.2578497,11,10.25785,4.1528845,3,1,12,18,10,96.694229,213.58926,140.95209,96.018944,121.97102,148.72321,189.58926,239.98105,293.46536,325.84711,314.82819,275.82819
148,788,-861,631346.4547,3816397.43676,199.28291,8,6,5,7,6,6,2,2,1,8,12,8,120,237,165.31093,119.717,148.02792,175.97208,217,266,317,349,339,300.85852
149,784,-935,627346.4547,3742397.43676,766.203,17.731493,10,11.237801,16.119377,15.119377,16.119377,5.8065348,3,1,14.806535,24.806536,13.806535,97.836288,204.41763,140.26755,100.19251,118.41764,137.83629,174.1048,219.7169,272.14816,306.95471,297.53607,261.53607
150,800,-976,643346.4547,3701397.43676,571.0495,14.407992,9.5892191,8.5892191,13.407992,12.407992,12.918489,4.3292704,1.5892187,1,11.407992,21.737263,11.818773,105.7067,215.62798,149.6763,108.52547,127.44675,147.96944,184.93904,229.00836,281.11749,316.6763,309.0871,273.60699
151,781,-1007,624346.4547,3670397.43676,-68.868729,10.319538,5,6,8,8,8,3,0,0,3,8,6,128,242.52455,173,129.68047,151,179,214,256.67209,300.828,334.68045,330.47543,301.52457
152,767,-725,610346.4547,3952397.43676,1128.7976,17.954691,8,14.547507,14.547507,18.547508,17,9,6,3.5475078,16.547508,22.954691,10,53.830399,168.4978,100.09062,54.830399,76.617699,103.40279,143.3779,191.95029,246.2829,281.83038,270.07019,229.95029
153,769,-786,612346.4547,3891397.43676,1029.0128,18.522631,9.2056313,13,15.522631,19.205631,17.710453,8.5226307,5,2,16.522631,25.916084,12,73.244286,186.37346,117.95474,75,95.766914,117.74911,157.92729,207.03865,261.74911,295.85083,283.56128,245.66519
154,776,-844,619346.4547,3833397.43676,565.41913,11.249903,7.2499027,7,10,10,10.249903,4,3,1,12.249903,18.823059,10.823059,102.7501,217.25029,146.92703,102.92704,128.17694,152.29494,192.85408,243.5002,295.10397,328.48618,317.25031,278.04504
155,794,-878,637346.4547,3799397.43676,225.0325,9,6,5,8,6.5358768,7,2,2,1,8.1003571,13,8.2891064,121.17502,237.89964,167.46413,121,148.18875,174.79929,215.61053,264.92825,315.36377,347.43552,337.43552,299.82788
156,787,-903,630346.4547,3774397.43676,521.65088,12,8,8,11.072395,10,10.072395,4,2,1,12,19.072395,11.072395,109.94405,221.13835,154.71686,110.9276,134.13835,155.85521,195.79926,242.85521,295.64447,327.85519,317.92761,280.92761
157,797,-981,640346.4547,3696397.43676,290.74323,11.134151,7.2261472,7,10.134151,9.1341505,9.2261477,3,1,0,8,15.134151,9.1341505,116.36706,228.86584,161.32491,118.77385,140.09875,164.5477,201.18065,245.50555,294.49545,329.5477,322.9545,289.23291
158,820,-1038,663346.4547,3639397.43676,6.727674,8,7,4,8,4,3,2,0,0,3,9.0289335,6,122.80404,240.93633,171,124.96526,147.03473,174.03473,213.13229,254.80403,301.97107,337.97107,333,300.96527
159,814,-781,657346.4547,3896397.43676,1513.9974,29.026924,15,22.026924,25.026924,30.092945,30.355698,14.026924,8.0269241,5,27,40.026924,18,50.946152,157.3277,94.497505,54.039097,67.590454,83.617378,122.23476,171.27385,226.85321,261.23474,248.26167,212.36679
160,815,-812,658346.4547,3865397.43676,840.60699,17,10,11,14.866987,17,17,7.7415438,4,2,16.359913,25.359913,13,90.133011,203.39146,134.39146,92.514641,112.7731,134.12544,175.39146,225.7731,280.00983,312.51691,301.39148,263.15472
161,811,-887,654346.4547,3790397.43676,188.29985,9,7,5,8,6.6264124,7,3,1,1,8,12.194542,8,123.62641,241,170.62642,124.62641,150.74718,177.48961,218.74718,268,318.3736,350.88397,340.43188,303.61093
162,822,-929,665346.4547,3748397.43676,150.15999,9.0537605,6,5,9,7,7,2,1,1,7,13,8,126,242.00008,173,128,152.05376,178,218.99855,265.00009,316.05521,347.00153,339,303
163,804,-964,647346.4547,3713397.43676,755.24481,17.042675,11.021338,10.548299,15.569636,14.569636,15.590975,5.5269613,2.0213375,1,14.548299,25.569637,14.021338,98.354584,205.83939,141.32419,101.3551,118.8068,137.30234,175.24841,218.26974,272.29108,308.33325,299.77588,263.78494
164,816,-1026,659346.4547,3651397.43676,9.7230444,8,6,4,8,5,4,2,0,0,3.0341001,9.0341005,6,122,239.84538,169,123.0341,147.9659,174.40698,212.12051,254.9659,302,336.87949,332.96591,301
165,807,-1054,650346.4547,3623397.43676,3.0013101,9,7,4.9468408,9,5,4,2,0,0,3,10,6,124,241,172,125,148,172.92296,210,251.04906,298.99591,335,330.07703,300.92706
166,831,-769,674346.4547,3908397.43676,1447.9053,27.167444,14.389149,20.140499,23.167444,28.098204,29.125149,13.389149,7.9577036,4.3891482,26.709055,37.125149,17.389149,51.818947,161.0137,95.067596,55.345203,68.067596,87.040649,125.31625,175.26234,230.6515,263.65149,251.31624,216.63615
167,830,-801,673346.4547,3876397.43676,953.11194,19.68182,11.177223,13,16.68182,20,20,9,5,2,18.344282,28,14,82.822777,196.14096,127.16032,84.822777,104.64555,124.30801,165.62619,216,271.14096,304.14096,292.65573,255.4785
168,843,-868,686346.4547,3809397.43676,415.03638,14,9,8,12,11,11.798388,5,2,1,11,17.798388,11,112.40322,229.12296,158.40323,114,137.68851,162.20161,205.12296,255.20161,308.2016,341.12296,330.12296,291.76718
169,826,-945,669346.4547,3732397.43676,141.99173,9.8169708,6,5,8,7,7,2,1,1,7,13,8,124.9393,241.12233,170.9393,126.18303,151,177,216.24373,262,314,345.18304,338.18304,302.18304
170,835,-979,678346.4547,3698397.43676,363.88739,12,8,6,10.535063,8.0998774,9,3,1,1,9,18,11,113.75224,227.56482,159,116.46494,137.90012,161.43518,200.33531,244.53506,296,331.80023,323,288.90012
171,817,-1019,660346.4547,3658397.43676,27.593431,8,6,4,8,5,4.8692727,2,0,0,4,10,6.4546666,122.54533,240,168.54533,123.22331,146.77669,174,212.22331,255,303,336,333,300.77667
172,842,-1054,685346.4547,3623397.43676,40.517105,8,8,3,8,4,3,2,0,0,4,10,6,127,240.62469,173.93799,130,148.56268,175,213,253.45509,299,333.95441,331,297
